nim,nama_mhs,kode_mk,nama_mk,sks,nidn_dosen,nama_dosen,nohp_mhs
202000624,Jasmani Wibowo,SI092,Digital Marketing,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0852-1837-6452
202000607,Pia Zulaika,SI052,Game Development,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0853-1149-2164
202000963,Bahuwarna Suwarno,SI018,Algoritma dan Pemrograman,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0823-7383-9597
202000447,Sarah Lestari,SI035,Sistem Pendukung Keputusan,3,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0821-3030-7053
202000182,Puti Pratiwi,SI021,Semantic Web,3,0100000035,"Tri Suartini, S.Kom., M.MSI",0812-8644-9251
202000145,Rahmat Laksita,SI078,Cloud Computing,2,0100000007,"Rina Najmudin, M.Kom., Ph.D.",0821-9502-4026
202000966,Patricia Ardianto,SI062,ERP Systems,2,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0812-6743-3800
202000343,Rusman Marbun,SI066,Sistem Tertanam,2,0100000034,"Lantar Samosir, S.Kom., M.T.",0813-7422-5790
202000602,Febi Zulkarnain,SI010,Pemrograman Lintas Platform,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0857-2256-9961
202000461,Dasa Puspita,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0821-5346-5549
202000831,Rusman Damanik,SI091,Rekayasa Perangkat Lunak,2,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0851-7275-2088
202000903,Lukman Yolanda,SI034,Statistika Probabilitas,3,0100000037,"Yance Handayani, Ph.D.",0812-3915-5963
202000739,Michelle Nuraini,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0821-2902-2784
202000376,Leo Permata,SI035,Sistem Pendukung Keputusan,3,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0811-3161-7990
202000939,Kardi Wibowo,SI017,Struktur Data,4,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0823-0189-6164
202000108,Dimas Prayoga,SI071,Robotika Dasar,2,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0852-6038-5977
202000301,Zulaikha Maryati,SI048,Web Development Lanjut,3,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0813-1182-3398
202000498,Aurora Farida,SI006,Pemrograman Web,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0858-1027-2614
202000327,Mitra Namaga,SI056,Machine Learning,2,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0853-0589-1135
202000799,Timbul Wijayanti,SI065,User Experience (UX) Design,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0853-2207-8113
202000130,Vanesa Yolanda,SI001,Pengolahan Citra Digital,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0822-2104-7095
202000866,Cinthia Hidayanto,SI074,Jaringan Syaraf Tiruan,4,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0823-4801-5716
202000145,Rahmat Laksita,SI017,Struktur Data,4,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0821-9502-4026
202000865,Balidin Thamrin,SI047,Cyber Security,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0851-1517-1827
202000509,Dalima Yulianti,SI001,Pengolahan Citra Digital,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0857-4204-3805
202000728,Aswani Halim,SI074,Jaringan Syaraf Tiruan,4,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0857-7954-5381
202000019,Galang Pratama,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0852-0154-3039
202000051,Rama Santoso,SI009,Aljabar Linear,2,0100000047,"Edison Sudiati, S.T., M.Eng.",0811-1965-5698
202000648,Opan Nuraini,SI052,Game Development,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0852-7600-4908
202000225,Galak Prakasa,SI091,Rekayasa Perangkat Lunak,2,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0812-4384-2498
202000921,Cinthia Namaga,SI044,Komputasi Paralel,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0821-4362-6204
202000420,Cengkir Sihombing,SI036,Pengembangan Aplikasi Mobile,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0811-4331-5410
202000974,Bakiono Permadi,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0822-8214-5653
202000471,Heryanto Utami,SI022,Mobile Programming,4,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0856-8562-5753
202000217,Satya Mahendra,SI018,Algoritma dan Pemrograman,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0821-1217-2715
202000286,Cengkir Prakasa,SI061,Sistem Pakar,3,0100000023,"Prof. Dr. Prasetyo Sirait, S.Kom., M.MSI",0811-8668-8263
202000167,Digdaya Purnawati,SI072,Big Data Analytics,2,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0858-3885-1606
202000626,Kartika Sihombing,SI042,Kecerdasan Buatan,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0823-0313-6502
202000909,Maryadi Mahendra,SI093,Jaringan Komputer,4,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0822-4134-3275
202000907,Lukman Purwanti,SI036,Pengembangan Aplikasi Mobile,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0811-9003-4864
202000006,Cayadi Rahayu,SI008,Natural Language Processing,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0858-7816-1849
202000092,Luwes Permadi,SI063,Computer Vision,4,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0822-7775-2047
202000533,Baktiono Putra,SI084,Logika Fuzzy,4,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0857-8222-3943
202000188,Okta Suryono,SI021,Semantic Web,3,0100000035,"Tri Suartini, S.Kom., M.MSI",0858-9270-6537
202000706,Maryadi Maulana,SI034,Statistika Probabilitas,3,0100000037,"Yance Handayani, Ph.D.",0856-5299-7877
202000735,Dono Saefullah,SI058,Visualisasi Data,3,0100000026,"Dr. Oman Maryati, S.T., M.T.",0852-6153-9669
202000247,Karta Firgantoro,SI012,Deep Learning,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0811-7562-6368
202000140,Timbul Pudjiastuti,SI054,Data Warehouse,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0852-7351-5850
202000075,Wirda Nasyiah,SI050,Bioinformatika,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0813-7193-7452
202000965,Wakiman Hassanah,SI070,Pemrograman Mikrokontroler,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0822-1722-3297
202000947,Diana Maheswara,SI099,Reinforcement Learning,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0811-8108-1866
202000383,Yani Rahimah,SI001,Pengolahan Citra Digital,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0858-6353-6541
202000494,Tomi Maheswara,SI009,Aljabar Linear,2,0100000047,"Edison Sudiati, S.T., M.Eng.",0851-0880-1994
202000061,Sabri Padmasari,SI045,Arsitektur Komputer,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0821-2870-8317
202000966,Patricia Ardianto,SI072,Big Data Analytics,2,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0812-6743-3800
202000657,Opan Iswahyudi,SI090,Sistem Pakar,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0856-8136-4622
202000772,Oman Latupono,SI008,Natural Language Processing,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0823-0442-7173
202000094,Jessica Hutapea,SI015,Reinforcement Learning,3,0100000014,"Raden Palastri, S.Kom., M.MSI",0856-4131-8699
202000589,Bagus Safitri,SI048,Web Development Lanjut,3,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0851-3920-8678
202000999,Tami Utami,SI001,Pengolahan Citra Digital,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0856-9663-6580
202000626,Kartika Sihombing,SI023,Keamanan Informasi,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0823-0313-6502
202000865,Balidin Thamrin,SI060,Manajemen Basis Data Lanjut,2,0100000007,"Rina Najmudin, M.Kom., Ph.D.",0851-1517-1827
202000908,Parman Yuniar,SI014,Digital Forensics,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0857-5183-7606
202000836,Danuja Prasasta,SI085,Semantic Web,3,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0853-7186-3759
202000089,Nadia Sinaga,SI041,Quantum Computing Intro,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0858-7498-9413
202000191,Padma Yolanda,SI055,Digital Marketing,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0813-3924-0758
202000083,Queen Salahudin,SI096,Natural Language Processing,3,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0823-2735-4549
202000902,Eko Tampubolon,SI006,Pemrograman Web,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0812-9818-9847
202000762,Rizki Thamrin,SI047,Cyber Security,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0852-4783-6674
202000233,Wage Prasetya,SI057,Data Mining,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0856-6325-9532
202000055,Betania Widodo,SI073,Kalkulus II,3,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0813-3662-9946
202000140,Timbul Pudjiastuti,SI026,Sinyal Digital,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0852-7351-5850
202000045,Wahyu Wibowo,SI005,Komputasi Serverless,4,0100000019,"Talia Sitompul, S.Kom., M.T.",0822-5053-3158
202000474,Galar Permadi,SI010,Pemrograman Lintas Platform,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0811-9010-0167
202000830,Labuh Latupono,SI056,Machine Learning,2,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0813-5782-8410
202000608,Jaya Mandasari,SI041,Quantum Computing Intro,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0821-3472-2820
202000697,Tantri Prabowo,SI002,Information Retrieval,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0821-3977-6719
202000005,Vicky Palastri,SI062,ERP Systems,2,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0812-1615-5940
202000263,Limar Mayasari,SI090,Sistem Pakar,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0853-5161-2275
202000850,Harto Natsir,SI084,Logika Fuzzy,4,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0857-2192-8554
202000089,Nadia Sinaga,SI065,User Experience (UX) Design,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0858-7498-9413
202000588,Ayu Namaga,SI040,Logika Fuzzy,4,0100000018,"Ir. Nasab Hardiansyah, S.Si., M.Cs.",0856-5794-7284
202000576,Daliono Farida,SI092,Digital Marketing,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0857-0214-6566
202000336,Genta Palastri,SI090,Sistem Pakar,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0811-9379-6603
202000301,Zulaikha Maryati,SI030,Business Intelligence,2,0100000040,"Ir. Paris Fujiati, S.T., M.T.",0813-1182-3398
202000831,Rusman Damanik,SI083,Audit Sistem Informasi,4,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0851-7275-2088
202000145,Rahmat Laksita,SI073,Kalkulus II,3,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0821-9502-4026
202000535,Eluh Suwarno,SI060,Manajemen Basis Data Lanjut,2,0100000007,"Rina Najmudin, M.Kom., Ph.D.",0857-1413-9755
202000424,Lala Uwais,SI076,Teknik Kompilasi,4,0100000038,"Nardi Hassanah, S.T., M.Eng.",0851-2181-5997
202000569,Bakianto Simanjuntak,SI074,Jaringan Syaraf Tiruan,4,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0822-4956-2137
202000219,Omar Gunarto,SI053,Analisis Desain Sistem,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0823-8313-2370
202000353,Prabu Simbolon,SI017,Struktur Data,4,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0811-4223-2536
202000610,Jaiman Hariyah,SI033,Internet of Things (IoT),4,0100000026,"Dr. Oman Maryati, S.T., M.T.",0813-8299-7968
202000785,Tira Wacana,SI015,Reinforcement Learning,3,0100000014,"Raden Palastri, S.Kom., M.MSI",0857-0790-3202
202000424,Lala Uwais,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0851-2181-5997
202000091,Darmana Tarihoran,SI080,Manajemen Proyek TI,2,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0811-0842-7109
202000813,Hasan Sihombing,SI093,Jaringan Komputer,4,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0813-5701-6580
202000528,Wahyu Zulkarnain,SI019,Basis Data,4,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0858-9015-8144
202000486,Harto Anggraini,SI026,Sinyal Digital,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0852-9729-6590
202000825,Aris Haryanti,SI040,Logika Fuzzy,4,0100000018,"Ir. Nasab Hardiansyah, S.Si., M.Cs.",0857-8877-4924
202000831,Rusman Damanik,SI069,DevOps Engineering,2,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0851-7275-2088
202000085,Ophelia Napitupulu,SI028,Software Testing,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0852-8377-7014
202000924,Puput Mustofa,SI099,Reinforcement Learning,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0822-1180-0537
202000743,Dartono Yolanda,SI100,DevOps Engineering,3,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0823-1403-6965
202000073,Intan Anggriawan,SI005,Komputasi Serverless,4,0100000019,"Talia Sitompul, S.Kom., M.T.",0822-1708-0531
202000265,Rendy Simbolon,SI043,Manajemen Pengetahuan,3,0100000034,"Lantar Samosir, S.Kom., M.T.",0856-9045-3017
202000047,Yuni Puspita,SI020,Sistem Terdistribusi,4,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0858-5634-2160
202000361,Ikin Yulianti,SI100,DevOps Engineering,3,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0857-4361-1037
202000575,Mala Sitompul,SI085,Semantic Web,3,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0856-8839-2053
202000626,Kartika Sihombing,SI052,Game Development,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0823-0313-6502
202000228,Gatot Sitorus,SI088,Aljabar Linear,3,0100000001,"Mulya Mansur, S.T., M.T.",0856-6907-8447
202000188,Okta Suryono,SI009,Aljabar Linear,2,0100000047,"Edison Sudiati, S.T., M.Eng.",0858-9270-6537
202000480,Atmaja Pradipta,SI038,Sistem Informasi Manajemen,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0812-9721-8114
202000219,Omar Gunarto,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0823-8313-2370
202000369,Jane Pratama,SI057,Data Mining,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0853-9836-4037
202000263,Limar Mayasari,SI068,Grafika Komputer,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0853-5161-2275
202000783,Adinata Najmudin,SI031,Metodologi Agile,3,0100000024,"Hardi Mandasari, S.Kom., M.Kom.",0823-0506-1387
202000346,Asmadi Wijaya,SI020,Sistem Terdistribusi,4,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0821-4043-8427
202000431,Jail Lazuardi,SI068,Grafika Komputer,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0823-2704-7743
202000062,Raditya Tarihoran,SI052,Game Development,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0813-7889-5798
202000883,Clara Yuliarti,SI035,Sistem Pendukung Keputusan,3,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0857-5616-5565
202000559,Kayla Wahyuni,SI056,Machine Learning,2,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0821-6621-0388
202000040,Kasusra Zulaika,SI096,Natural Language Processing,3,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0822-1241-1824
202000440,Lega Pradana,SI058,Visualisasi Data,3,0100000026,"Dr. Oman Maryati, S.T., M.T.",0812-4856-4679
202000199,Kardi Suartini,SI076,Teknik Kompilasi,4,0100000038,"Nardi Hassanah, S.T., M.Eng.",0856-8089-3246
202000562,Agnes Situmorang,SI029,Audit Sistem Informasi,4,0100000046,"Prof. Dr. Galuh Dabukke, S.Si., M.Cs.",0811-6865-0863
202000735,Dono Saefullah,SI033,Internet of Things (IoT),4,0100000026,"Dr. Oman Maryati, S.T., M.T.",0852-6153-9669
202000913,Ciaobella Tarihoran,SI039,Kalkulus I,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0811-6345-9112
202000954,Asmadi Agustina,SI070,Pemrograman Mikrokontroler,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0812-2203-1030
202000516,Maras Winarsih,SI025,Virtual Reality,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0813-5909-4798
202000561,Tugiman Nasyiah,SI039,Kalkulus I,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0811-8811-7298
202000991,Cinthia Mayasari,SI023,Keamanan Informasi,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0813-8277-2881
202000326,Radit Wasita,SI030,Business Intelligence,2,0100000040,"Ir. Paris Fujiati, S.T., M.T.",0812-7979-6886
202000392,Sakti Tarihoran,SI081,Cyber Security,3,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0857-2344-5655
202000993,Purwadi Halimah,SI039,Kalkulus I,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0856-6115-9408
202000416,Aisyah Puspita,SI018,Algoritma dan Pemrograman,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0813-8953-9264
202000554,Cahyono Saefullah,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0811-3029-9228
202000339,Kenes Fujiati,SI043,Manajemen Pengetahuan,3,0100000034,"Lantar Samosir, S.Kom., M.T.",0856-6915-5792
202000055,Betania Widodo,SI058,Visualisasi Data,3,0100000026,"Dr. Oman Maryati, S.T., M.T.",0813-3662-9946
202000836,Danuja Prasasta,SI057,Data Mining,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0853-7186-3759
202000950,Uda Mulyani,SI036,Pengembangan Aplikasi Mobile,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0858-4597-7945
202000722,Maimunah Kurniawan,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0811-9435-3344
202000403,Jinawi Hariyah,SI047,Cyber Security,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0852-2099-9347
202000460,Cawisono Prayoga,SI080,Manajemen Proyek TI,2,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0822-1724-8251
202000344,Warji Mahendra,SI046,Arsitektur Microservices,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0823-0723-6887
202000082,Cinthia Kurniawan,SI047,Cyber Security,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0852-3799-6507
202000984,Paris Thamrin,SI051,Matematika Diskrit,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0823-4851-0174
202000164,Cahyo Riyanti,SI027,Penjaminan Mutu Software,3,0100000013,"Lukman Mulyani, S.T., M.Eng.",0812-4978-4036
202000579,Edward Wasita,SI024,E-Commerce Strategy,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0856-0426-8181
202000747,Raden Sirait,SI002,Information Retrieval,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0813-6796-9278
202000554,Cahyono Saefullah,SI043,Manajemen Pengetahuan,3,0100000034,"Lantar Samosir, S.Kom., M.T.",0811-3029-9228
202000333,Xanana Ardianto,SI014,Digital Forensics,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0858-7514-0105
202000044,Jindra Marpaung,SI064,Smart City,2,0100000010,"Dr. Langgeng Pangestu, S.Kom., M.Kom.",0853-0598-2620
202000645,Martani Agustina,SI090,Sistem Pakar,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0813-2868-5289
202000317,Kunthara Farida,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0853-2622-4447
202000029,Puji Tarihoran,SI086,DevOps Engineering,2,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0812-7810-8013
202000615,Victoria Palastri,SI014,Digital Forensics,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0851-8663-2663
202000911,Cengkir Yuliarti,SI030,Business Intelligence,2,0100000040,"Ir. Paris Fujiati, S.T., M.T.",0858-6124-8156
202000103,Yance Pangestu,SI011,Blockchain Technology,4,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0856-4013-9904
202000103,Yance Pangestu,SI060,Manajemen Basis Data Lanjut,2,0100000007,"Rina Najmudin, M.Kom., Ph.D.",0856-4013-9904
202000798,Carub Saputra,SI065,User Experience (UX) Design,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0821-6459-7010
202000964,Warsa Mandala,SI050,Bioinformatika,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0813-4665-7293
202000098,Titin Kusmawati,SI077,E-Commerce Strategy,3,0100000036,"Dr. Simon Marbun, S.T., M.Eng.",0851-7974-0344
202000704,Heryanto Rahmawati,SI003,Network Security,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0821-3901-9817
202000146,Yono Prabowo,SI043,Manajemen Pengetahuan,3,0100000034,"Lantar Samosir, S.Kom., M.T.",0853-1177-5891
202000825,Aris Haryanti,SI038,Sistem Informasi Manajemen,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0857-8877-4924
202000722,Maimunah Kurniawan,SI057,Data Mining,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0811-9435-3344
202000699,Michelle Damanik,SI050,Bioinformatika,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0813-2050-2099
202000056,Syahrini Haryanti,SI088,Aljabar Linear,3,0100000001,"Mulya Mansur, S.T., M.T.",0853-0443-6995
202000720,Wawan Hassanah,SI023,Keamanan Informasi,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0821-0768-1040
202000173,Elisa Sihotang,SI082,Pengolahan Citra Digital,3,0100000017,"Harjaya Suwarno, S.Si., M.Cs.",0822-3292-1277
202000025,Vega Nasyiah,SI052,Game Development,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0822-7382-9973
202000735,Dono Saefullah,SI080,Manajemen Proyek TI,2,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0852-6153-9669
202000380,Zahra Utami,SI030,Business Intelligence,2,0100000040,"Ir. Paris Fujiati, S.T., M.T.",0852-8507-9252
202000323,Jail Winarno,SI035,Sistem Pendukung Keputusan,3,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0851-4651-9398
202000716,Gantar Saptono,SI011,Blockchain Technology,4,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0822-5046-1735
202000699,Michelle Damanik,SI023,Keamanan Informasi,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0813-2050-2099
202000001,Sari Kusumo,SI011,Blockchain Technology,4,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0857-1043-3218
202000683,Galak Agustina,SI018,Algoritma dan Pemrograman,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0821-0604-6333
202000187,Cahyo Prasasta,SI057,Data Mining,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0857-5929-6222
202000923,Tina Sirait,SI041,Quantum Computing Intro,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0811-7256-3669
202000804,Darsirah Situmorang,SI073,Kalkulus II,3,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0821-5209-0421
202000366,Gaduh Permadi,SI008,Natural Language Processing,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0851-9731-1219
202000011,Asmadi Purwanti,SI021,Semantic Web,3,0100000035,"Tri Suartini, S.Kom., M.MSI",0851-4139-5376
202000881,Umay Jailani,SI054,Data Warehouse,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0851-4796-9545
202000778,Aslijan Sudiati,SI090,Sistem Pakar,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0856-8554-6015
202000942,Heru Suartini,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0823-1583-7767
202000081,Belinda Nugroho,SI041,Quantum Computing Intro,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0852-7694-5314
202000114,Caket Usamah,SI044,Komputasi Paralel,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0853-4044-9972
202000220,Nasrullah Pranowo,SI093,Jaringan Komputer,4,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0823-8957-8291
202000953,Umay Tampubolon,SI024,E-Commerce Strategy,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0857-9749-9564
202000929,Bakianto Zulkarnain,SI045,Arsitektur Komputer,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0858-5644-9485
202000990,Ellis Palastri,SI084,Logika Fuzzy,4,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0851-4976-7762
202000703,Cahyo Puspasari,SI088,Aljabar Linear,3,0100000001,"Mulya Mansur, S.T., M.T.",0822-7214-5868
202000451,Teguh Siregar,SI082,Pengolahan Citra Digital,3,0100000017,"Harjaya Suwarno, S.Si., M.Cs.",0821-3334-6800
202000912,Umi Anggraini,SI080,Manajemen Proyek TI,2,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0856-8570-0272
202000348,Tantri Dongoran,SI005,Komputasi Serverless,4,0100000019,"Talia Sitompul, S.Kom., M.T.",0823-8078-3613
202000045,Wahyu Wibowo,SI064,Smart City,2,0100000010,"Dr. Langgeng Pangestu, S.Kom., M.Kom.",0822-5053-3158
202000103,Yance Pangestu,SI098,Audit Sistem Informasi,3,0100000013,"Lukman Mulyani, S.T., M.Eng.",0856-4013-9904
202000454,Darsirah Haryanto,SI091,Rekayasa Perangkat Lunak,2,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0822-8969-1085
202000196,Karsana Latupono,SI017,Struktur Data,4,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0858-7790-1043
202000475,Ganjaran Puspasari,SI077,E-Commerce Strategy,3,0100000036,"Dr. Simon Marbun, S.T., M.Eng.",0851-1847-2304
202000564,Hesti Waluyo,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0852-3149-8643
202000954,Asmadi Agustina,SI046,Arsitektur Microservices,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0812-2203-1030
